ShortItemNo    ;Shimanoitem              ;3rd item nr              ;barcode/ean  ;description line 1            ;description line 2                      ;T;  Price;SalesPr;Retail ;CNV;S;Itemgroup                     ;Brand          ;Filename picture                                  ;SaQ;A;
000000001772668;VF500A                   ;VF500A                   ;0022255289818;Reel Vanford FA               ;500                                     ;2;161.97;269.95;269.95;001;N;Front drag reels              ;Shimano        ;240911_SKU_VF500A.jpg                             ;001;Y;
000000001772666;VF4000XGA                ;VF4000XGA                ;0022255289979;Reel Vanford FA               ;4000XG                                  ;2;173.97;289.95;289.95;001;Y;Front drag reels              ;Shimano        ;240911_SKU_VF4000XGA.jpg                          ;001;Y;
000000001772664;VF4000MHGA               ;VF4000MHGA               ;0022255289986;Reel Vanford FA               ;4000MHG                                 ;2;173.97;289.95;289.95;001;Y;Front drag reels              ;Shimano        ;240911_SKU_VF4000MHGA.jpg                         ;001;Y;
000000001772662;VF4000A                  ;VF4000A                  ;0022255289962;Reel Vanford FA               ;4000                                    ;2;173.97;289.95;289.95;001;Y;Front drag reels              ;Shimano        ;240911_SKU_VF4000A.jpg                            ;001;Y;
000000001772660;VF3000MHGA               ;VF3000MHGA               ;0022255289955;Reel Vanford FA               ;3000MHG                                 ;2;161.97;269.95;269.95;001;Y;Front drag reels              ;Shimano        ;240911_SKU_VF3000MHGA.jpg                         ;001;Y;
000000001772658;VF2500SHGA               ;VF2500SHGA               ;0022255289900;Reel Vanford FA               ;2500SHG                                 ;2;161.97;269.95;269.95;001;Y;Front drag reels              ;Shimano        ;240911_SKU_VF2500SHGA.jpg                         ;001;Y;
000000001772656;VF2500SA                 ;VF2500SA                 ;0022255289894;Reel Vanford FA               ;2500S                                   ;2;161.97;269.95;269.95;001;Y;Front drag reels              ;Shimano        ;240911_SKU_VF2500SA.jpg                           ;001;Y;
000000001772654;VF2500HGA                ;VF2500HGA                ;0022255289887;Reel Vanford FA               ;2500HG                                  ;2;161.97;269.95;269.95;001;N;Front drag reels              ;Shimano        ;240911_SKU_VF2500HGA.jpg                          ;001;Y;
000000001772652;VF2500A                  ;VF2500A                  ;0022255289870;Reel Vanford FA               ;2500                                    ;2;161.97;269.95;269.95;001;Y;Front drag reels              ;Shimano        ;240911_SKU_VF2500A.jpg                            ;001;Y;
000000001667367;VF1000F                  ;VF1000F                  ;0022255239387;Vanford 1000                  ;                                        ;2;152.97;254.95;254.95;001;N;Front drag reels              ;Shimano        ;20200526_Vanford 1000_Main.jpg                    ;001;N;
000000001757904;VENGEGIAX83ML            ;VENGEGIAX83ML            ;8717009875226;Rod Vengeance Spinning Eging  ;2,51m 8'3" EGI:1.8-3.8 2pc              ;2;37.48;74.95;74.95;001;N;Vengeance Spinning            ;Shimano        ;20230926_SKU_VENGEGIAX83ML.jpg                    ;001;Y;
000000001757903;VENGEGIAX83M             ;VENGEGIAX83M             ;8717009875219;Rod Vengeance Spinning Eging  ;2,51m 8'3" EGI:2.0-4.0 2pc              ;2;40.48;80.95;80.95;001;Y;Vengeance Spinning            ;Shimano        ;20230926_SKU_VENGEGIAX83M.jpg                     ;001;Y;
000000001791064;VEAXP2770140             ;VEAXP2770140             ;8717009885102;Vengeance AX Pilk             ;2,70m 70-140g                           ;2;43.48;86.95;86.95;001;Y;.                             ;Shimano        ;251007_SKU_VEAXP2770140.jpg                       ;001;Y;
000000001791062;VEAXP244095              ;VEAXP244095              ;8717009885072;Vengeance AX Pilk             ;2,40m 40-95g                            ;2;38.98;77.95;77.95;001;Y;.                             ;Shimano        ;251007_SKU_VEAXP244095.jpg                        ;001;Y;
000000001791060;VEAXP24150300            ;VEAXP24150300            ;8717009885096;Vengeance AX Pilk             ;2,40m 150-300g                          ;2;40.98;81.95;81.95;001;Y;.                             ;Shimano        ;251007_SKU_VEAXP24150300.jpg                      ;001;Y;
000000001791058;VEAXP24100200            ;VEAXP24100200            ;8717009885089;Vengeance AX Pilk             ;2,40m 100-200g                          ;2;39.48;78.95;78.95;001;Y;.                             ;Shimano        ;251007_SKU_VEAXP24100200.jpg                      ;001;Y;
000000000985732;VCXSFTE43202             ;VCXSFTE43202             ;8717009816960;VCXSFTE4320 SECTION 2         ;                                        ;2;5.47;9.95;9.95;001;N;Rod Sections (excl poles)     ;Shimano        ;Fish_No_Pic_Available_600x600.jpg                 ;001;N;
000000000985731;VCXSFTE43201             ;VCXSFTE43201             ;8717009816953;VCXSFTE4320 SECTION 1         ;                                        ;2;2.36;4.29;4.29;001;N;Rod Sections (excl poles)     ;Shimano        ;Fish_No_Pic_Available_600x600.jpg                 ;001;N;
000000000985727;VCXSFTE43172             ;VCXSFTE43172             ;8717009816908;VCXSFTE4317 SECTION 2         ;                                        ;2;5.47;9.95;9.95;001;N;Rod Sections (excl poles)     ;Shimano        ;Fish_No_Pic_Available_600x600.jpg                 ;001;N;
000000000985726;VCXSFTE43171             ;VCXSFTE43171             ;8717009816892;VCXSFTE4317 SECTION1          ;                                        ;2;2.36;4.29;4.29;001;N;Rod Sections (excl poles)     ;Shimano        ;Fish_No_Pic_Available_600x600.jpg                 ;001;N;
000000000985721;VCXSFTE42151             ;VCXSFTE42151             ;8717009816830;VCXSFTE4215 SECTION 1         ;                                        ;2;2.36;4.29;4.29;001;N;Rod Sections (excl poles)     ;Shimano        ;Fish_No_Pic_Available_600x600.jpg                 ;001;N;
000000000985717;VCXSFTE42122             ;VCXSFTE42122             ;8717009816786;VCXSFTE4212 SECTION 2         ;                                        ;2;5.47;9.95;9.95;001;N;Rod Sections (excl poles)     ;Shimano        ;Fish_No_Pic_Available_600x600.jpg                 ;001;N;
000000000985712;VCXSFTE42102             ;VCXSFTE42102             ;8717009816724;VCXSFTE4210 SECTION 2         ;                                        ;2;4.92;8.95;8.95;001;N;Rod Sections (excl poles)     ;Shimano        ;Fish_No_Pic_Available_600x600.jpg                 ;001;N;
000000000985711;VCXSFTE42101             ;VCXSFTE42101             ;8717009816717;VCXSFTE4210 SECTION 1         ;                                        ;2;2.17;3.95;3.95;001;N;Rod Sections (excl poles)     ;Shimano        ;Fish_No_Pic_Available_600x600.jpg                 ;001;N;
000000000985707;VCXSFTE4082              ;VCXSFTE4082              ;8717009816663;VCXSFTE408 SECTION 2          ;                                        ;2;4.92;8.95;8.95;001;N;Rod Sections (excl poles)     ;Shimano        ;Fish_No_Pic_Available_600x600.jpg                 ;001;N;
000000000985706;VCXSFTE4081              ;VCXSFTE4081              ;8717009816656;VCXSFTE408 SECTION 1          ;                                        ;2;2.17;3.95;3.95;001;N;Rod Sections (excl poles)     ;Shimano        ;Fish_No_Pic_Available_600x600.jpg                 ;001;N;
000000001779633;VBXBTSL763050            ;VBXBTSL763050            ;8717009881708;Rod Vengeance BX Boat Slim    ;2,29m 7'6" 30-50lb 1+1pc                ;2;53.48;106.95;106.95;001;Y;.                             ;Shimano        ;240911_SKU_VBXBTSL763050.jpg                      ;001;Y;
000000001779632;VBXBTSL762030            ;VBXBTSL762030            ;8717009881692;Rod Vengeance BX Boat Slim    ;2,29m 7'6" 20-30lb 1+1pc                ;2;51.48;102.95;102.95;001;Y;.                             ;Shimano        ;240911_SKU_VBXBTSL762030.jpg                      ;001;Y;
000000001779631;VBXBTSL761220            ;VBXBTSL761220            ;8717009881685;Rod Vengeance BX Boat Slim    ;2,29m 7'6" 12-20lb 1+1pc                ;2;49.48;98.95;98.95;001;Y;.                             ;Shimano        ;240911_SKU_VBXBTSL761220.jpg                      ;001;Y;
000000000843752;VBTTEADJT1               ;VBTTEADJT1               ;8717009797092;VBTTE35/40/50ADJ Section 1 600;                                        ;2;10.42;18.95;18.95;001;N;Rod Sections (excl poles)     ;Shimano        ;Fish_No_Pic_Available_600x600.jpg                 ;001;N;
000000000694047;VAXTEM42F3               ;VAXTEM42F3               ;             ;VAXTEM42F Section 3           ;                                        ;2;2.91;5.29;5.29;001;N;Rod Sections (excl poles)     ;Shimano        ;Fish_No_Pic_Available_600x600.jpg                 ;001;Y;
000000000640886;VAXTE5-2                 ;VAXTE5-2                 ;0022255494434;VAXTE560/70 SECTION 2         ;                                        ;2;8.22;14.95;14.95;001;N;Rod Sections (excl poles)     ;Shimano        ;Fish_No_Pic_Available_600x600.jpg                 ;001;Y;
000000000640882;VAXTE5-1                 ;VAXTE5-1                 ;0022255494359;VAXTE540/50/60/70 SECTION 1   ;                                        ;2;7.12;12.95;12.95;001;N;Rod Sections (excl poles)     ;Shimano        ;Fish_No_Pic_Available_600x600.jpg                 ;001;Y;
000000001683064;VAXFL39                  ;VAXFL39                  ;8717009853316;VENGEANCE AX 390 FLOAT        ;                                        ;2;62.48;124.95;124.95;001;N;Vengeance Match               ;Shimano        ;20200615_Vengeance AX Float 12ft_main.jpg         ;001;Y;
000000001683063;VAXFL36                  ;VAXFL36                  ;8717009853309;VENGEANCE AX 360 FLOAT        ;                                        ;2;59.98;119.95;119.95;001;N;Vengeance Match               ;Shimano        ;20200615_Vengeance AX Float 12ft_main.jpg         ;001;Y;
000000001728024;VAXBTTE30H               ;VAXBTTE30H               ;8717009868433;Rod Vengeance AX Tele Boat    ;3,00m  150g  4pc                        ;2;39.48;78.95;78.95;001;N;.                             ;Shimano        ;20230124_SKU_VAXBTTE30H.jpg                       ;001;Y;
000000001728023;VAXBTTE27H               ;VAXBTTE27H               ;8717009868426;Rod Vengeance AX Tele Boat    ;2,70m  150g  4pc                        ;2;33.98;67.95;67.95;001;N;.                             ;Shimano        ;20230124_SKU_VAXBTTE27H.jpg                       ;001;Y;
000000001728022;VAXBTTE24H               ;VAXBTTE24H               ;8717009868419;Rod Vengeance AX Tele Boat    ;2,40m  150g  4pc                        ;2;31.48;62.95;62.95;001;N;.                             ;Shimano        ;20230124_SKU_VAXBTTE24H.jpg                       ;001;Y;
000000001728021;VAXBTTE21H               ;VAXBTTE21H               ;8717009868402;Rod Vengeance AX Tele Boat    ;2,10m  150g  3pc                        ;2;28.98;57.95;57.95;001;N;.                             ;Shimano        ;20230124_SKU_VAXBTTE21H.jpg                       ;001;Y;
000000001728020;VAXBTTE18H               ;VAXBTTE18H               ;8717009868396;Rod Vengeance AX Tele Boat    ;1,80m  150g  3pc                        ;2;25.98;51.95;51.95;001;N;.                             ;Shimano        ;20230124_SKU_VAXBTTE18H.jpg                       ;001;Y;
000000000668365;VAXBT240H                ;VAXBT240H                ;0022255185868;VENGEANCE AX BOAT 240 H (2 PCS;                                        ;2;28.98;57.95;57.95;001;N;Vengeance Boat                ;Shimano        ;20230926_SKU_VAXBT240H.jpg                        ;001;Y;
000000001794587;ULTXRSFT450BXL01         ;ULTXRSFT450BXL01         ;8717009903684;ULTXRSFT450BXL Section 1      ;                                        ;2;57.72;104.95;104.95;001;N;.                             ;Shimano        ;                                                  ;001;Y;
000000001728019;ULTXRSFT450BXL           ;ULTXRSFT450BXL           ;8717009867955;Rod Ultegra XR Surf Tubular   ;4,50m  225g  3pc  Low Rider             ;2;259.97;399.95;399.95;001;N;.                             ;Shimano        ;20230531_ULTXRSFT450BXL_01.jpg                    ;001;Y;
000000001794586;ULTXRSFT450AXL01         ;ULTXRSFT450AXL01         ;8717009903677;ULTXRSFT450AXL Section 1      ;                                        ;2;63.22;114.95;114.95;001;N;.                             ;Shimano        ;                                                  ;001;Y;
000000001728018;ULTXRSFT450AXL           ;ULTXRSFT450AXL           ;8717009867948;Rod Ultegra XR Surf Tubular   ;4,50m  250g  3pc  Low Rider             ;2;276.22;424.95;424.95;001;N;.                             ;Shimano        ;20230531_ULTXRSFT450AXL_01.jpg                    ;001;Y;
000000001794585;ULTXRSFT450AX01          ;ULTXRSFT450AX01          ;8717009903691;ULTXRSFT450AX Section 1       ;                                        ;2;63.22;114.95;114.95;001;N;.                             ;Shimano        ;                                                  ;001;Y;
000000001728017;ULTXRSFT450AX            ;ULTXRSFT450AX            ;8717009867979;Rod Ultegra XR Surf Tubular   ;4,50m  250g  3pc                        ;2;276.22;424.95;424.95;001;N;.                             ;Shimano        ;20230531_ULTXRSFT450AX_01.jpg                     ;001;Y;
000000001794584;ULTXRSFH450CX01          ;ULTXRSFH450CX01          ;8717009903707;ULTXRSFH450CX Section 1       ;                                        ;2;85.22;154.95;154.95;001;N;.                             ;Shimano        ;                                                  ;001;Y;
000000001728016;ULTXRSFH450CX            ;ULTXRSFH450CX            ;8717009867962;Rod Ultegra XR Surf Hybrid    ;4,50m  200g  3pc                        ;2;259.97;399.95;399.95;001;N;.                             ;Shimano        ;20230926_SKU_ULTXRSFH450CX.jpg                    ;001;Y;
000000001794583;ULTXRSFH425BXL01         ;ULTXRSFH425BXL01         ;8717009903660;ULTXRSFH425BXL Section 1      ;                                        ;2;85.22;154.95;154.95;001;N;.                             ;Shimano        ;                                                  ;001;Y;
000000001728015;ULTXRSFH425BXL           ;ULTXRSFH425BXL           ;8717009867931;Rod Ultegra XR Surf Hybrid    ;4,25m  225g  3pc  Low Rider             ;2;253.47;389.95;389.95;001;N;.                             ;Shimano        ;20230926_SKU_ULTXRSFH425BXL.jpg                   ;001;Y;
